,Algorithm,Accuracy,F1,AUC
30,Optuna,0.8839849508261645,0.8953444099163735,0.9335607178043768
31,Optuna,0.8828701972087156,0.8972661239860783,0.9327615563131708
32,Optuna,0.8817774453074007,0.8974158544830884,0.9326430052327108
33,Optuna,0.8828738641614047,0.8937219289384831,0.93417369507802
34,Optuna,0.8839849508261645,0.8994421215389874,0.9340891999578788
35,Optuna,0.8861704546287944,0.8971904017468391,0.9332153892842684
36,Optuna,0.8817737783547117,0.8949376944353395,0.9353746540496358
37,Optuna,0.8817591105439556,0.895414678736396,0.9333117751458748
38,Optuna,0.8850630349167234,0.8965747082840633,0.9330787397126776
39,Optuna,0.8839812838734754,0.8944049757535769,0.9336373633602584
40,Optuna,0.8828921989248495,0.8980046259536714,0.9341735097937894
41,Optuna,0.8817481096858888,0.8957559894418242,0.9335507109708152
42,Optuna,0.8883889610056251,0.8941915999438123,0.9331007113150735
43,Optuna,0.8828885319721604,0.8963422926762927,0.933429960156277
44,Optuna,0.8861851224395503,0.8939108816217249,0.9332750398408902
45,Optuna,0.8839739499680975,0.8956492422579543,0.934321735004704
46,Optuna,0.8828885319721604,0.8957939515416498,0.9331405772548514
47,Optuna,0.8817811122600897,0.8972890574359038,0.933262686993378
48,Optuna,0.8840216203530543,0.894396682523893,0.9319665076185526
49,Optuna,0.8828958658775384,0.8972098571470135,0.9333597963973684
50,Optuna,0.8839739499680975,0.895382160450454,0.93325947769075
51,Optuna,0.8817957800708455,0.8960291916036449,0.934859929381337
52,Optuna,0.8850557010113457,0.8975554725025262,0.9326949501205856
53,Optuna,0.8817591105439558,0.8972110349930077,0.9343125713956404
54,Optuna,0.881729774922444,0.8969082033119556,0.933643442966214
55,Optuna,0.8817847792127785,0.8942904792055466,0.9319368513022795
56,Optuna,0.8839922847315423,0.8954454863599945,0.934297902885
57,Optuna,0.8861741215814832,0.8949327967260161,0.9328325108316738
58,Optuna,0.8828701972087156,0.8942457760700008,0.9341051579852396
59,Optuna,0.8861631207234164,0.8968166711930884,0.9347042874229282
