,Algorithm,Accuracy,F1,AUC
75,Optuna,0.5968900597361015,0.606661944428564,0.8898758136770558
76,Optuna,0.5362905401759214,0.6478849218315372,0.8905312153694401
77,Optuna,0.6318691202129765,0.64481097862059,0.8828196023494482
78,Optuna,0.6402065008184484,0.6226117107158745,0.885406047937041
79,Optuna,0.6532812339028949,0.656175630791388,0.8804007003869415
80,Optuna,0.5138343120373232,0.645034999950994,0.8895336904774731
81,Optuna,0.631320489989747,0.6455402328887067,0.8913093015213183
82,Optuna,0.6637182902360172,0.6404776808737287,0.890197949325593
83,Optuna,0.6292453431841485,0.5867769634095009,0.8693869989494787
84,Optuna,0.6522134081628982,0.6589434661729493,0.8740735025430779
85,Optuna,0.6584805477471821,0.5556168585796898,0.8842392871070549
86,Optuna,0.6511840110674497,0.6500248734647316,0.8881932418780174
87,Optuna,0.6062666490058428,0.6366982938472469,0.8780112541574617
88,Optuna,0.621923459951629,0.5551379230461534,0.8882546425489504
89,Optuna,0.6323596986540163,0.5225920290321552,0.8738613682549086
90,Optuna,0.6167004348160249,0.6375430595788258,0.8565227233475792
91,Optuna,0.6584969003618834,0.6542141974854455,0.8891106869513653
92,Optuna,0.6506550039818617,0.5806613155956126,0.8774749943113055
93,Optuna,0.6438572220505198,0.5602678511609737,0.876634295135558
94,Optuna,0.6344503804435812,0.652296769043556,0.8814913411215665
95,Optuna,0.6433462028411033,0.6383128131646502,0.8826419891216929
96,Optuna,0.6449119656987554,0.4803433293899752,0.8773758720918327
97,Optuna,0.6537726299746698,0.6427011913742325,0.8661912660003824
98,Optuna,0.6308184647184162,0.5790248413791307,0.8858484088238767
99,Optuna,0.5749399450225093,0.6697727881132028,0.8872337621116791
100,Optuna,0.6396774937328605,0.6357113351450004,0.8811355562906439
101,Optuna,0.229782853629381,0.6359125871019045,0.890724822876782
102,Optuna,0.5540453915878879,0.5696349262434519,0.8817978378286625
103,Optuna,0.5775440989136958,0.6548307227267925,0.8932992543376196
104,Optuna,0.6360251372393189,0.5926356252012585,0.8908406931822427
