,Algorithm,Accuracy,F1,AUC
0,GA,0.8850923705382353,0.8971709504916335,0.9335741911879846
1,GA,0.8850923705382353,0.8978636944154186,0.933955208082125
2,GA,0.8861777885341723,0.8942652547538477,0.9327771429023692
3,GA,0.8850960374909244,0.8961948781042004,0.9340689103444644
4,GA,0.8850997044436134,0.899330753705883,0.9334119672356148
5,GA,0.8839776169207866,0.8969122197541175,0.9338586889863758
6,GA,0.8884219635798258,0.8987970049403969,0.9335978693849596
7,GA,0.8850887035855464,0.8934148610296426,0.9370052219475554
8,GA,0.8861741215814832,0.9009019715839228,0.934347399021358
9,GA,0.8839959516842314,0.8961548665646974,0.9343846064504564
10,GA,0.8817591105439556,0.8969615478722534,0.9325602166037678
11,GA,0.8872962091043101,0.8967856258827224,0.9350483486644456
12,GA,0.8850850366328573,0.8979450565795948,0.9341488796146878
13,GA,0.8839702830154086,0.8964151028104518,0.9344384035652712
14,GA,0.8817664444493337,0.8989075313540016,0.933882901877578
15,GA,0.887336545583889,0.8935469243518779,0.9330501571084964
16,GA,0.886229125871818,0.8955878255719046,0.9335648591284172
17,GA,0.8839776169207866,0.8977956948545184,0.9332359426505372
18,GA,0.8828811980667824,0.8983458110242805,0.934907389692512
19,GA,0.8828591963506488,0.9021517138044904,0.9345866489897956
20,GA,0.8839959516842314,0.8995907516980552,0.936708323246707
21,GA,0.8839812838734754,0.8958876213315827,0.9334197438942804
22,GA,0.8850923705382353,0.8978505237258997,0.9338071555758122
23,GA,0.8839959516842314,0.8980496241936357,0.9379744484553144
24,GA,0.8828738641614047,0.8961000494407364,0.9343924748726818
25,GA,0.8873145438677549,0.8990023243339889,0.9338106679438852
26,GA,0.8850667018694125,0.8975640057810196,0.9344535996575004
27,GA,0.8839776169207866,0.8966229366848104,0.9348135074062154
28,GA,0.8806810264533967,0.9009496983832164,0.935827132498576
29,GA,0.8817847792127785,0.9002751394542439,0.9350030674936776
30,Optuna,0.8883852940529362,0.8990325913402836,0.9354418426907
31,Optuna,0.8840142864476762,0.8955033092142927,0.9331480605727416
32,Optuna,0.8806993612168416,0.8944115188815439,0.9331766651270916
33,Optuna,0.8850960374909244,0.8978275059785038,0.9334740689618068
34,Optuna,0.8872962091043101,0.8934700112084322,0.9334181917669904
35,Optuna,0.8828848650194715,0.8962736207716127,0.933587666747885
36,Optuna,0.8817664444493337,0.8954123189362919,0.933830330780069
37,Optuna,0.8850740357747905,0.8979099276040975,0.93339595035983
38,Optuna,0.8839812838734754,0.9012281652073696,0.9334423447907906
39,Optuna,0.8839739499680975,0.8950334644238541,0.9346361013521052
40,Optuna,0.8807030281695306,0.8949592179839065,0.9333427948692282
41,Optuna,0.8828958658775385,0.8933253671813506,0.9331147401711616
42,Optuna,0.8839702830154085,0.8938641723575902,0.9332929481867244
43,Optuna,0.8817591105439556,0.8941701828079897,0.933910167278681
44,Optuna,0.8850850366328573,0.897266814359635,0.9330994212115836
45,Optuna,0.889503714623074,0.8980460639323514,0.9327033815279046
46,Optuna,0.8872888751989322,0.8946391157355448,0.9330168561703516
47,Optuna,0.8817627774966447,0.8954919199241446,0.9332779690147208
48,Optuna,0.8829105336882943,0.8974574381206301,0.9335107031219324
49,Optuna,0.8817811122600897,0.894673873529812,0.9349734788786208
50,Optuna,0.8828701972087156,0.8949484446208996,0.9335276114000828
51,Optuna,0.8839886177788534,0.8979381564693137,0.9323631368307568
52,Optuna,0.8839629491100306,0.8953647978038223,0.9332439225242742
53,Optuna,0.8828775311140936,0.8947635262175581,0.9337974314554142
54,Optuna,0.8839776169207866,0.8986195998765473,0.9331198712765876
55,Optuna,0.8828628633033376,0.895618103983255,0.9324644354192344
56,Optuna,0.8828628633033376,0.8988925874732262,0.9336925865948292
57,Optuna,0.8839702830154085,0.895596206234243,0.9334750676228728
58,Optuna,0.8872888751989322,0.8995968308343415,0.9335319739096722
59,Optuna,0.887321877773133,0.8951153798950328,0.933840807238118
