,Algorithm,Accuracy,F1,AUC
0,Optuna,0.8861814554868613,0.8955255085604138,0.9405191640831492
1,Optuna,0.8850923705382353,0.8995299338833013,0.9429623804453447
2,Optuna,0.8861924563449283,0.8968531340109184,0.9398873220009946
3,Optuna,0.8861997902503062,0.8954050306991483,0.9389018747455948
4,Optuna,0.8862034572029952,0.8964016609947754,0.9392020506141444
5,Optuna,0.8872412048139755,0.8987075322748539,0.9387932472596652
6,Optuna,0.8861851224395503,0.8981383042749135,0.9389088044540196
7,Optuna,0.889507381575763,0.8963424568263277,0.9388071706018226
8,Optuna,0.8861814554868613,0.8984137329139609,0.9378235535919862
9,Optuna,0.8828775311140936,0.8961379830233366,0.9409057701308884
10,Optuna,0.8850960374909244,0.8996585080236589,0.9382707951935486
11,Optuna,0.888392627958314,0.898134577237172,0.9369369691373094
12,Optuna,0.8850960374909244,0.9003624877425048,0.9379453093787028
13,Optuna,0.8851107053016802,0.8987355414595779,0.9386472359950268
14,Optuna,0.8883742931948692,0.8975045006617828,0.940508586934972
15,Optuna,0.8850740357747905,0.8970849679927878,0.9413570075201636
16,Optuna,0.8872925421516212,0.8965726655738138,0.9389953627427527
17,Optuna,0.8906111343351449,0.8993969455997713,0.9377042288682704
18,Optuna,0.8850777027274793,0.8974702271782456,0.9380135510748128
19,Optuna,0.8850593679640345,0.8975420837048199,0.9376993562411852
20,Optuna,0.8861741215814832,0.8971233772298496,0.939145906637058
21,Optuna,0.8872888751989322,0.8979645211950112,0.9430585260755768
22,Optuna,0.8850593679640345,0.8967801565733561,0.9365135669725632
23,Optuna,0.8839996186369204,0.8974290050415803,0.9399087440509234
24,Optuna,0.891685551473015,0.8971230158730159,0.939106975250191
25,Optuna,0.8850887035855464,0.8979635234430251,0.9374647529224396
26,Optuna,0.8861741215814832,0.8961273829920318,0.9388504412073908
27,Optuna,0.8850740357747905,0.8957420066237166,0.9386811303731069
28,Optuna,0.8850887035855464,0.8954659424442238,0.9406507222898948
29,Optuna,0.8872852082462432,0.8963416680955966,0.9409416629101504
30,Optuna,0.8873072099623771,0.8959822706823758,0.937009806896978
31,Optuna,0.8906111343351449,0.900119648473829,0.9383168698869638
32,Optuna,0.8861924563449283,0.897303325315268,0.9374145241038766
33,Optuna,0.886225458919129,0.8964626889545751,0.9383169450053728
34,Optuna,0.888399961863692,0.8985369190971202,0.9391551026554176
35,Optuna,0.8872705404354874,0.8965712496048432,0.938933857683272
36,Optuna,0.8861851224395503,0.9004479473132568,0.9386834583325762
37,Optuna,0.8894817129069401,0.8964504304546678,0.9388704665711606
38,Optuna,0.8872888751989322,0.8964468051649986,0.9385482684430334
39,Optuna,0.8839776169207866,0.9004871802681205,0.9383378101129553
40,Optuna,0.8850630349167234,0.8980551855203114,0.938999712749928
41,Optuna,0.8905891326190108,0.8986992138711337,0.9385047824816676
42,Optuna,0.888396294911003,0.8986168766272926,0.938070395988078
43,Optuna,0.8850850366328573,0.8996130154799689,0.9381493207959932
